prompt,label
"LEFT id: 106
RIGHT id: 113

LEFT phone: 415/989 -7154
RIGHT phone: 718-520-2910

LEFT category: french 106
RIGHT category: NA

LEFT title: masa \ s
RIGHT title: NA

LEFT address: 648 bush st. san francisco
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 80 montague st.

LEFT city: NA
RIGHT city: queens

LEFT class: NA
RIGHT class: 647

LEFT type: NA
RIGHT type: polish
",n
"LEFT id: 437
RIGHT id: 290

LEFT phone: 702/734 -0410
RIGHT phone: 702-734-0410

LEFT category: buffets 437
RIGHT category: NA

LEFT title: circus circus
RIGHT title: NA

LEFT address: 2880 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 2880 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 72

LEFT type: NA
RIGHT type: steakhouses
",n
"LEFT id: 82
RIGHT id: 153

LEFT phone: 404/233 -7673
RIGHT phone: 404-262-2675

LEFT category: international 82
RIGHT category: NA

LEFT title: hedgerose heights inn
RIGHT title: NA

LEFT address: 490 e. paces ferry rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 70 w. paces ferry rd.

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 687

LEFT type: NA
RIGHT type: steakhouses
",n
"LEFT id: 307
RIGHT id: 254

LEFT phone: 212/679 -5535
RIGHT phone: 212-477-0777

LEFT category: asian 306
RIGHT category: NA

LEFT title: mavalli palace
RIGHT title: NA

LEFT address: 46 e. 29th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 42 e. 20th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 36

LEFT type: NA
RIGHT type: ` american ( new ) '
",n
"LEFT id: 151
RIGHT id: 224

LEFT phone: 310/276 -5205
RIGHT phone: 213-857-0034

LEFT category: american 148
RIGHT category: NA

LEFT title: morton \ s
RIGHT title: NA

LEFT address: 8764 melrose ave. los angeles
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 6703 melrose ave.

LEFT city: NA
RIGHT city: los angeles

LEFT class: NA
RIGHT class: 6

LEFT type: NA
RIGHT type: californian
",n
"LEFT id: 326
RIGHT id: 119

LEFT phone: 212/682 -8660
RIGHT phone: 212-753-0444

LEFT category: american 325
RIGHT category: NA

LEFT title: pen & pencil
RIGHT title: NA

LEFT address: 205 e. 45th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 205 e. 49th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 653

LEFT type: NA
RIGHT type: steakhouses
",n
"LEFT id: 317
RIGHT id: 107

LEFT phone: 212/489 -7212
RIGHT phone: 212-687-4855

LEFT category: italian 316
RIGHT category: NA

LEFT title: orso
RIGHT title: NA

LEFT address: 322 w. 46th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 210 e. 46th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 641

LEFT type: NA
RIGHT type: steakhouses
",n
"LEFT id: 309
RIGHT id: 268

LEFT phone: 212/838 -2600
RIGHT phone: 212-759-5941

LEFT category: american 308
RIGHT category: NA

LEFT title: monkey bar
RIGHT title: NA

LEFT address: 60 e. 54th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 55 e. 54th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 50

LEFT type: NA
RIGHT type: seafood
",n
"LEFT id: 34
RIGHT id: 89

LEFT phone: 212/754 -9494
RIGHT phone: 212-752-1495

LEFT category: american 34
RIGHT category: NA

LEFT title: four seasons grill room
RIGHT title: NA

LEFT address: 99 e. 52nd st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3 e. 52nd st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 623

LEFT type: NA
RIGHT type: ` french ( classic ) '
",n
"LEFT id: 448
RIGHT id: 132

LEFT phone: 702/732 -6330
RIGHT phone: 702-791-7352

LEFT category: ` coffee shops/diners ' 448
RIGHT category: NA

LEFT title: ralph \ s diner
RIGHT title: NA

LEFT address: 3000 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3400 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 666

LEFT type: NA
RIGHT type: chinese
",n
"LEFT id: 89
RIGHT id: 172

LEFT phone: 404/237 -2700
RIGHT phone: 404-240-1984

LEFT category: ` ext 6108 international ' 89
RIGHT category: NA

LEFT title: cafe ritz-carlton buckhead
RIGHT title: NA

LEFT address: 3434 peachtree rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3060 peachtree rd.

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 706

LEFT type: NA
RIGHT type: southwestern
",n
"LEFT id: 39
RIGHT id: 93

LEFT phone: 212/586 -4252
RIGHT phone: 212-247-1585

LEFT category: french 39
RIGHT category: NA

LEFT title: la caravelle
RIGHT title: NA

LEFT address: 33 w. 55th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 39 w. 55th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 627

LEFT type: NA
RIGHT type: japanese
",n
"LEFT id: 274
RIGHT id: 255

LEFT phone: 212/869 -5544
RIGHT phone: 212-765-1737

LEFT category: asian 273
RIGHT category: NA

LEFT title: jewel of india
RIGHT title: NA

LEFT address: 15 w. 44th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 402 w. 44th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 37

LEFT type: NA
RIGHT type: caribbean
",n
"LEFT id: 427
RIGHT id: 128

LEFT phone: 702/735 -4663
RIGHT phone: 702-894-7111

LEFT category: italian 427
RIGHT category: NA

LEFT title: bertolini \ s
RIGHT title: NA

LEFT address: 3570 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3300 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 662

LEFT type: NA
RIGHT type: asian
",n
"LEFT id: 494
RIGHT id: 201

LEFT phone: 415/861 -6224
RIGHT phone: 415-285-7117

LEFT category: asian 494
RIGHT category: NA

LEFT title: manora
RIGHT title: NA

LEFT address: 3226 mission st. san francisco
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 2889 mission st.

LEFT city: NA
RIGHT city: san francisco

LEFT class: NA
RIGHT class: 736

LEFT type: NA
RIGHT type: mexican
",n
"LEFT id: 3
RIGHT id: 221

LEFT phone: 818/788 -3536
RIGHT phone: 818-788-3536

LEFT category: french 3
RIGHT category: NA

LEFT title: cafe bizou
RIGHT title: NA

LEFT address: 14016 ventura blvd. sherman oaks
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 14016 ventura blvd.

LEFT city: NA
RIGHT city: sherman oaks

LEFT class: NA
RIGHT class: 3

LEFT type: NA
RIGHT type: ` french bistro '
",y
"LEFT id: 70
RIGHT id: 288

LEFT phone: 702/731 -7547
RIGHT phone: 702-731-7110

LEFT category: continental 70
RIGHT category: NA

LEFT title: palace court
RIGHT title: NA

LEFT address: 3570 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3570 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 70

LEFT type: NA
RIGHT type: ` french ( new ) '
",y
"LEFT id: 463
RIGHT id: 202

LEFT phone: 415/771 -3500
RIGHT phone: 415-776-8226

LEFT category: french 463
RIGHT category: NA

LEFT title: california culinary academy
RIGHT title: NA

LEFT address: 625 polk st. san francisco
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 2209 polk st.

LEFT city: NA
RIGHT city: san francisco

LEFT class: NA
RIGHT class: 737

LEFT type: NA
RIGHT type: italian
",n
"LEFT id: 373
RIGHT id: 262

LEFT phone: 212/486 -9592
RIGHT phone: 212-752-2225

LEFT category: american 373
RIGHT category: NA

LEFT title: vong
RIGHT title: NA

LEFT address: 200 e. 54th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 249 e. 50th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 44

LEFT type: NA
RIGHT type: ` french ( classic ) '
",n
"LEFT id: 112
RIGHT id: 69

LEFT phone: 212/228 -2200
RIGHT phone: 212-223-2900

LEFT category: mediterranean 191
RIGHT category: NA

LEFT title: bolo
RIGHT title: NA

LEFT address: 23 e. 22nd st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 21 e. 62nd st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 603

LEFT type: NA
RIGHT type: ` american ( new ) '
",n
"LEFT id: 89
RIGHT id: 295

LEFT phone: 404/237 -2700
RIGHT phone: 404-266-1440

LEFT category: ` ext 6108 international ' 89
RIGHT category: NA

LEFT title: cafe ritz-carlton buckhead
RIGHT title: NA

LEFT address: 3434 peachtree rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3393 peachtree rd.

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 77

LEFT type: NA
RIGHT type: ` french bistro '
",n
"LEFT id: 168
RIGHT id: 30

LEFT phone: 213/658 -6340
RIGHT phone: 213-651-3361

LEFT category: italian 165
RIGHT category: NA

LEFT title: tavola calda
RIGHT title: NA

LEFT address: 7371 melrose ave. los angeles
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 7507 melrose ave.

LEFT city: NA
RIGHT city: la

LEFT class: NA
RIGHT class: 564

LEFT type: NA
RIGHT type: american
",n
"LEFT id: 247
RIGHT id: 69

LEFT phone: 212/355 -2020
RIGHT phone: 212-223-2900

LEFT category: ` coffee bar ' 245
RIGHT category: NA

LEFT title: fleur de jour
RIGHT title: NA

LEFT address: 348 e. 62nd st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 21 e. 62nd st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 603

LEFT type: NA
RIGHT type: ` american ( new ) '
",n
"LEFT id: 43
RIGHT id: 278

LEFT phone: 212/339 -6719
RIGHT phone: 212-371-8844

LEFT category: american 43
RIGHT category: NA

LEFT title: lespinasse
RIGHT title: NA

LEFT address: 2 e. 55th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 155 e. 55th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 60

LEFT type: NA
RIGHT type: chinese
",n
"LEFT id: 32
RIGHT id: 250

LEFT phone: 212/355 -7555
RIGHT phone: 212-355-7555

LEFT category: asian 32
RIGHT category: NA

LEFT title: dawat
RIGHT title: NA

LEFT address: 210 e. 58th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 210 e. 58th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 32

LEFT type: NA
RIGHT type: indian
",y
"LEFT id: 425
RIGHT id: 124

LEFT phone: 702/871 -3262
RIGHT phone: 702-252-7697

LEFT category: asian 425
RIGHT category: NA

LEFT title: bamboo garden
RIGHT title: NA

LEFT address: 4850 flamingo rd. las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3700 w. flamingo rd.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 658

LEFT type: NA
RIGHT type: seafood
",n
"LEFT id: 96
RIGHT id: 60

LEFT phone: 415/543 -6084
RIGHT phone: 818-799-4774

LEFT category: american 96
RIGHT category: NA

LEFT title: boulevard
RIGHT title: NA

LEFT address: 1 mission st. san francisco
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 1505 mission st. s.

LEFT city: NA
RIGHT city: pasadena

LEFT class: NA
RIGHT class: 594

LEFT type: NA
RIGHT type: ` pacific new wave '
",n
"LEFT id: 46
RIGHT id: 264

LEFT phone: 212/754 -6272
RIGHT phone: 212-754-6272

LEFT category: american 46
RIGHT category: NA

LEFT title: march
RIGHT title: NA

LEFT address: 405 e. 58th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 405 e. 58th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 46

LEFT type: NA
RIGHT type: ` american ( new ) '
",y
"LEFT id: 424
RIGHT id: 285

LEFT phone: 702/739 -4111
RIGHT phone: 702-733-8899

LEFT category: buffets 424
RIGHT category: NA

LEFT title: bally \ s big kitchen
RIGHT title: NA

LEFT address: 3645 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3200 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 67

LEFT type: NA
RIGHT type: chinese
",n
"LEFT id: 438
RIGHT id: 131

LEFT phone: 702/731 -7888
RIGHT phone: 702-733-4524

LEFT category: asian 438
RIGHT category: NA

LEFT title: em press court
RIGHT title: NA

LEFT address: 3570 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3145 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 665

LEFT type: NA
RIGHT type: ` french ( new ) '
",n
"LEFT id: 89
RIGHT id: 307

LEFT phone: 404/237 -2700
RIGHT phone: 404-237-2700

LEFT category: ` ext 6108 international ' 89
RIGHT category: NA

LEFT title: cafe ritz-carlton buckhead
RIGHT title: NA

LEFT address: 3434 peachtree rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3434 peachtree rd. ne

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 89

LEFT type: NA
RIGHT type: ` american ( new ) '
",y
"LEFT id: 39
RIGHT id: 242

LEFT phone: 212/586 -4252
RIGHT phone: 212-307-7311

LEFT category: french 39
RIGHT category: NA

LEFT title: la caravelle
RIGHT title: NA

LEFT address: 33 w. 55th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 13 w. 54th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 24

LEFT type: NA
RIGHT type: scandinavian
",n
"LEFT id: 33
RIGHT id: 251

LEFT phone: 212/758 -1479
RIGHT phone: 212-758-1479

LEFT category: italian 33
RIGHT category: NA

LEFT title: felidia
RIGHT title: NA

LEFT address: 243 e. 58th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 243 e. 58th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 33

LEFT type: NA
RIGHT type: italian
",y
"LEFT id: 235
RIGHT id: 89

LEFT phone: 212/725 -1333
RIGHT phone: 212-752-1495

LEFT category: asian 233
RIGHT category: NA

LEFT title: em pire korea
RIGHT title: NA

LEFT address: 6 e. 32nd st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3 e. 52nd st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 623

LEFT type: NA
RIGHT type: ` french ( classic ) '
",n
"LEFT id: 479
RIGHT id: 51

LEFT phone: 415/362 -0641
RIGHT phone: 213-626-5530

LEFT category: ` greek and middle eastern ' 479
RIGHT category: NA

LEFT title: helmand
RIGHT title: NA

LEFT address: 430 broadway san francisco
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 642 broadway

LEFT city: NA
RIGHT city: chinatown

LEFT class: NA
RIGHT class: 585

LEFT type: NA
RIGHT type: vietnamese
",n
"LEFT id: 410
RIGHT id: 330

LEFT phone: 404/350 -6755
RIGHT phone: 404-659-0400

LEFT category: continental 410
RIGHT category: NA

LEFT title: palisades
RIGHT title: NA

LEFT address: 1829 peachtree rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 181 peachtree st.

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 711

LEFT type: NA
RIGHT type: ` american ( new ) '
",n
"LEFT id: 49
RIGHT id: 267

LEFT phone: ' 212 / 219-2777 '
RIGHT phone: 212-219-2777

LEFT category: french 49
RIGHT category: NA

LEFT title: montrachet
RIGHT title: NA

LEFT address: 239 w. broadway between walker and white sts . new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 239 w. broadway

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 49

LEFT type: NA
RIGHT type: ` french bistro '
",y
"LEFT id: 501
RIGHT id: 326

LEFT phone: 415/346 -1333
RIGHT phone: 415-563-4755

LEFT category: italian 501
RIGHT category: NA

LEFT title: oritalia
RIGHT title: NA

LEFT address: 1915 fillmore st. san francisco
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3127 fillmore st.

LEFT city: NA
RIGHT city: san francisco

LEFT class: NA
RIGHT class: 108

LEFT type: NA
RIGHT type: ` american ( new ) '
",n
"LEFT id: 70
RIGHT id: 125

LEFT phone: 702/731 -7547
RIGHT phone: 702-891-7374

LEFT category: continental 70
RIGHT category: NA

LEFT title: palace court
RIGHT title: NA

LEFT address: 3570 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3799 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 659

LEFT type: NA
RIGHT type: seafood
",n
"LEFT id: 89
RIGHT id: 148

LEFT phone: 404/237 -2700
RIGHT phone: 404-231-5907

LEFT category: ` ext 6108 international ' 89
RIGHT category: NA

LEFT title: cafe ritz-carlton buckhead
RIGHT title: NA

LEFT address: 3434 peachtree rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 4274 peachtree rd.

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 682

LEFT type: NA
RIGHT type: vegetarian
",n
"LEFT id: 424
RIGHT id: 132

LEFT phone: 702/739 -4111
RIGHT phone: 702-791-7352

LEFT category: buffets 424
RIGHT category: NA

LEFT title: bally \ s big kitchen
RIGHT title: NA

LEFT address: 3645 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3400 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 666

LEFT type: NA
RIGHT type: chinese
",n
"LEFT id: 329
RIGHT id: 270

LEFT phone: 212/333 -7827
RIGHT phone: 212-245-2214

LEFT category: american 328
RIGHT category: NA

LEFT title: planet hollywood
RIGHT title: NA

LEFT address: 140 w. 57th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 182 w. 58th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 52

LEFT type: NA
RIGHT type: russian
",n
"LEFT id: 170
RIGHT id: 45

LEFT phone: 213/937 -5733
RIGHT phone: 213-935-5280

LEFT category: asian 167
RIGHT category: NA

LEFT title: tommy tang \ s
RIGHT title: NA

LEFT address: 7313 melrose ave. los angeles
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 7261 melrose ave.

LEFT city: NA
RIGHT city: la

LEFT class: NA
RIGHT class: 579

LEFT type: NA
RIGHT type: hamburgers
",n
"LEFT id: 69
RIGHT id: 287

LEFT phone: 702/732 -5111
RIGHT phone: 702-732-5651

LEFT category: continental 69
RIGHT category: NA

LEFT title: le montrachet
RIGHT title: NA

LEFT address: 3000 w. paradise rd. las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3000 paradise rd.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 69

LEFT type: NA
RIGHT type: ` french bistro '
",y
"LEFT id: 452
RIGHT id: 26

LEFT phone: 702/794 -0700
RIGHT phone: 310-399-5811

LEFT category: ` steak houses ' 452
RIGHT category: NA

LEFT title: yolie \ s
RIGHT title: NA

LEFT address: 3900 paradise rd. las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 1023 abbot kinney blvd.

LEFT city: NA
RIGHT city: venice

LEFT class: NA
RIGHT class: 560

LEFT type: NA
RIGHT type: ` american ( new ) '
",n
"LEFT id: 381
RIGHT id: 149

LEFT phone: 404/264 -9546
RIGHT phone: 404-256-1675

LEFT category: asian 381
RIGHT category: NA

LEFT title: annie \ s thai castle
RIGHT title: NA

LEFT address: 3195 roswell rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 5975 roswell rd.

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 683

LEFT type: NA
RIGHT type: ` health food '
",n
"LEFT id: 431
RIGHT id: 133

LEFT phone: 702/733 -3111
RIGHT phone: 702-893-0703

LEFT category: ` coffee shops/diners ' 431
RIGHT category: NA

LEFT title: bugsy \ s diner
RIGHT title: NA

LEFT address: 3555 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3200 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 667

LEFT type: NA
RIGHT type: steakhouses
",n
"LEFT id: 396
RIGHT id: 330

LEFT phone: 404/875 -2489
RIGHT phone: 404-659-0400

LEFT category: southern 396
RIGHT category: NA

LEFT title: french quarter food shop
RIGHT title: NA

LEFT address: 923 peachtree st. at 8th st. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 181 peachtree st.

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 711

LEFT type: NA
RIGHT type: ` american ( new ) '
",n
"LEFT id: 396
RIGHT id: 309

LEFT phone: 404/875 -2489
RIGHT phone: 404-659-0400

LEFT category: southern 396
RIGHT category: NA

LEFT title: french quarter food shop
RIGHT title: NA

LEFT address: 923 peachtree st. at 8th st. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 181 peachtree st.

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 91

LEFT type: NA
RIGHT type: ` french ( classic ) '
",n
"LEFT id: 406
RIGHT id: 302

LEFT phone: 404/874 -2626
RIGHT phone: 404-876-0676

LEFT category: caribbean 406
RIGHT category: NA

LEFT title: mambo restaurante cubano
RIGHT title: NA

LEFT address: 1402 n. highland ave. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 1397 n. highland ave.

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 84

LEFT type: NA
RIGHT type: eclectic
",n
"LEFT id: 106
RIGHT id: 198

LEFT phone: 415/989 -7154
RIGHT phone: 415-362-4454

LEFT category: french 106
RIGHT category: NA

LEFT title: masa \ s
RIGHT title: NA

LEFT address: 648 bush st. san francisco
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 333 bush st.

LEFT city: NA
RIGHT city: san francisco

LEFT class: NA
RIGHT class: 733

LEFT type: NA
RIGHT type: californian
",n
"LEFT id: 427
RIGHT id: 285

LEFT phone: 702/735 -4663
RIGHT phone: 702-733-8899

LEFT category: italian 427
RIGHT category: NA

LEFT title: bertolini \ s
RIGHT title: NA

LEFT address: 3570 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3200 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 67

LEFT type: NA
RIGHT type: chinese
",n
"LEFT id: 104
RIGHT id: 322

LEFT phone: 415/776 -5577
RIGHT phone: 415-776-5577

LEFT category: french 104
RIGHT category: NA

LEFT title: la folie
RIGHT title: NA

LEFT address: 2316 polk st. san francisco
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 2316 polk st.

LEFT city: NA
RIGHT city: san francisco

LEFT class: NA
RIGHT class: 104

LEFT type: NA
RIGHT type: ` french ( new ) '
",y
"LEFT id: 119
RIGHT id: 122

LEFT phone: 310/451 -1655
RIGHT phone: 702-385-5016

LEFT category: mexican 116
RIGHT category: NA

LEFT title: border grill
RIGHT title: NA

LEFT address: 4th st. los angeles
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 401 s. 6th st.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 656

LEFT type: NA
RIGHT type: ` french ( classic ) '
",n
"LEFT id: 433
RIGHT id: 136

LEFT phone: 702/731 -7547
RIGHT phone: 702-369-6300

LEFT category: ` coffee shops/diners ' 433
RIGHT category: NA

LEFT title: cafe roma
RIGHT title: NA

LEFT address: 3570 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3500 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 670

LEFT type: NA
RIGHT type: californian
",n
"LEFT id: 131
RIGHT id: 24

LEFT phone: 310/788 -
RIGHT phone: 310-917-6671

LEFT category: ` dive american ' 128
RIGHT category: NA

LEFT title: dive !
RIGHT title: NA

LEFT address: 10250 santa monica blvd. los angeles
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 502 santa monica blvd

LEFT city: NA
RIGHT city: santa monica

LEFT class: NA
RIGHT class: 558

LEFT type: NA
RIGHT type: californian
",n
"LEFT id: 431
RIGHT id: 290

LEFT phone: 702/733 -3111
RIGHT phone: 702-734-0410

LEFT category: ` coffee shops/diners ' 431
RIGHT category: NA

LEFT title: bugsy \ s diner
RIGHT title: NA

LEFT address: 3555 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 2880 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 72

LEFT type: NA
RIGHT type: steakhouses
",n
"LEFT id: 446
RIGHT id: 123

LEFT phone: 702/791 -7111
RIGHT phone: 702-894-7350

LEFT category: asian 446
RIGHT category: NA

LEFT title: mikado
RIGHT title: NA

LEFT address: 3400 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3300 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 657

LEFT type: NA
RIGHT type: continental
",n
"LEFT id: 15
RIGHT id: 233

LEFT phone: 310/550 -8811
RIGHT phone: 310-550-8811

LEFT category: american 15
RIGHT category: NA

LEFT title: the palm
RIGHT title: NA

LEFT address: 9001 santa monica blvd. los angeles
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 9001 santa monica blvd.

LEFT city: NA
RIGHT city: w. hollywood

LEFT class: NA
RIGHT class: 15

LEFT type: NA
RIGHT type: steakhouses
",y
"LEFT id: 422
RIGHT id: 303

LEFT phone: 404/264 -1163
RIGHT phone: 404-231-1368

LEFT category: continental 422
RIGHT category: NA

LEFT title: tomtom
RIGHT title: NA

LEFT address: 3393 peachtree rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 2637 peachtree rd. ne

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 85

LEFT type: NA
RIGHT type: italian
",n
"LEFT id: 78
RIGHT id: 296

LEFT phone: 404/262 -3336
RIGHT phone: 404-262-3336

LEFT category: american 78
RIGHT category: NA

LEFT title: buckhead diner
RIGHT title: NA

LEFT address: 3073 piedmont road atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3073 piedmont rd.

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 78

LEFT type: NA
RIGHT type: ` american ( new ) '
",y
"LEFT id: 181
RIGHT id: 245

LEFT phone: 212/627 -8899
RIGHT phone: 212-877-3500

LEFT category: american 178
RIGHT category: NA

LEFT title: alley \ s end
RIGHT title: NA

LEFT address: 311 w. 17th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 1 w. 67th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 27

LEFT type: NA
RIGHT type: ` french ( classic ) '
",n
